"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_000269685.1","GCF_002901845.1","GCF_013267575.1","GCF_015274535.1","GCF_015274675.1","GCF_017315625.1","GCF_017315645.1","GCF_022689565.1","GCF_022689645.1","GCF_022689665.1","GCF_022689845.1","GCF_022689855.1","GCF_022689925.1","GCF_022689965.1","GCF_022689975.1","GCF_022690005.1","GCF_022690025.1","GCF_022690105.1","GCF_022690115.1","GCF_022690185.1","GCF_022690225.1","GCF_022690245.1","GCF_022690275.1","GCF_022690295.1","GCF_022690325.1","GCF_022690345.1","GCF_022690375.1","GCF_022690385.1","GCF_025143205.1","GCF_025143445.1","GCF_029926915.1","GCF_031631055.1","GCF_031727055.1","GCF_031727075.1","GCF_031727275.1","GCF_031727355.1","GCF_031727455.1","GCF_031727535.1","GCF_031728075.1","GCF_031728095.1","GCF_031728115.1","GCF_031728155.1","GCF_031728235.1","GCF_031728275.1","GCF_031728295.1","GCF_031728315.1","GCF_031728415.1","GCF_031728475.1","GCF_031728515.1","GCF_031728695.1","GCF_031728715.1","GCF_031728735.1","GCF_031728745.1","GCF_031728795.1","GCF_031728835.1","GCF_031728895.1","GCF_036420075.1","GCF_037694985.1","GCF_037700155.1","GCF_037700315.1","GCF_037700455.1","GCF_040947025.1","GCF_040947065.1","GCF_040947125.1","GCF_040947205.1","GCF_040947225.1","GCF_040947605.1","GCF_047653515.1","GCF_047653525.1","GCF_052950835.1","GCF_964211265.1"
"ileS","","Isoleucine--tRNA ligase","71","71","1","658","1","","","Investigate","2750","2750","2750","GCF_00026968_00018","GCF_00290184_00577","GCF_01326757_00416","GCF_01527453_00647","GCF_01527467_00481","GCF_01731562_01647","GCF_01731564_01738","GCF_02268956_01116","GCF_02268964_00636","GCF_02268966_00669","GCF_02268984_00720","GCF_02268985_00518","GCF_02268992_00819","GCF_02268996_00591","GCF_02268997_01377","GCF_02269000_00398","GCF_02269002_00629","GCF_02269010_01470","GCF_02269011_00401","GCF_02269018_00660","GCF_02269022_00564","GCF_02269024_00976","GCF_02269027_01303","GCF_02269029_00355","GCF_02269032_00731","GCF_02269034_00243","GCF_02269037_00582","GCF_02269038_00624","GCF_02514320_01326","GCF_02514344_00198","GCF_02992691_00467","GCF_03163105_00424","GCF_03172705_00021","GCF_03172707_00027","GCF_03172727_00438","GCF_03172735_00410","GCF_03172745_00191","GCF_03172753_00704","GCF_03172807_00420","GCF_03172809_00438","GCF_03172811_00690","GCF_03172815_00051","GCF_03172823_00105","GCF_03172827_00565","GCF_03172829_00110","GCF_03172831_00112","GCF_03172841_00143","GCF_03172847_00168","GCF_03172851_00365","GCF_03172869_00052","GCF_03172871_00312","GCF_03172873_00949","GCF_03172874_00310","GCF_03172879_00472","GCF_03172883_00555","GCF_03172889_00024","GCF_03642007_00123","GCF_03769498_00057","GCF_03770015_00900","GCF_03770031_00371","GCF_03770045_00026","GCF_04094702_00113","GCF_04094706_00540","GCF_04094712_00462","GCF_04094720_00385","GCF_04094722_00489","GCF_04094760_00787","GCF_04765351_01353","GCF_04765352_00031","GCF_05295083_01409","GCF_96421126_00419"
"capC","","Capsule biosynthesis protein CapC","71","71","1","374","1","","","Investigate","452","452","452","GCF_00026968_00590","GCF_00290184_01867","GCF_01326757_01443","GCF_01527453_01010","GCF_01527467_00893","GCF_01731562_01191","GCF_01731564_01127","GCF_02268956_01252","GCF_02268964_00238","GCF_02268966_01114","GCF_02268984_01510","GCF_02268985_01003","GCF_02268992_00392","GCF_02268996_01584","GCF_02268997_00774","GCF_02269000_01131","GCF_02269002_01179","GCF_02269010_01596","GCF_02269011_01388","GCF_02269018_01377","GCF_02269022_01112","GCF_02269024_01290","GCF_02269027_01483","GCF_02269029_00941","GCF_02269032_00341","GCF_02269034_00596","GCF_02269037_01180","GCF_02269038_01574","GCF_02514320_01076","GCF_02514344_01456","GCF_02992691_01111","GCF_03163105_00262","GCF_03172705_00972","GCF_03172707_00834","GCF_03172727_00308","GCF_03172735_00529","GCF_03172745_00951","GCF_03172753_00318","GCF_03172807_00886","GCF_03172809_00128","GCF_03172811_00464","GCF_03172815_00186","GCF_03172823_01810","GCF_03172827_01288","GCF_03172829_01154","GCF_03172831_00628","GCF_03172841_00618","GCF_03172847_00699","GCF_03172851_01236","GCF_03172869_00641","GCF_03172871_00788","GCF_03172873_00018","GCF_03172874_00743","GCF_03172879_01223","GCF_03172883_00140","GCF_03172889_01027","GCF_03642007_01151","GCF_03769498_00795","GCF_03770015_00391","GCF_03770031_00691","GCF_03770045_01270","GCF_04094702_00267","GCF_04094706_01316","GCF_04094712_01269","GCF_04094720_01712","GCF_04094722_01223","GCF_04094760_00758","GCF_04765351_00416","GCF_04765352_01081","GCF_05295083_00332","GCF_96421126_01037"
"def_2","","Peptide deformylase","71","71","1","718","1","","","Investigate","551","551","551","GCF_00026968_01324","GCF_00290184_00504","GCF_01326757_00344","GCF_01527453_00723","GCF_01527467_00549","GCF_01731562_01466","GCF_01731564_01805","GCF_02268956_01043","GCF_02268964_00707","GCF_02268966_00598","GCF_02268984_00787","GCF_02268985_00588","GCF_02268992_00890","GCF_02268996_00708","GCF_02268997_01647","GCF_02269000_00469","GCF_02269002_00504","GCF_02269010_00647","GCF_02269011_00987","GCF_02269018_00732","GCF_02269022_00638","GCF_02269024_00872","GCF_02269027_01968","GCF_02269029_00422","GCF_02269032_00809","GCF_02269034_00182","GCF_02269037_00461","GCF_02269038_00553","GCF_02514320_00678","GCF_02514344_00272","GCF_02992691_00534","GCF_03163105_01479","GCF_03172705_00538","GCF_03172707_00102","GCF_03172727_01051","GCF_03172735_00337","GCF_03172745_00307","GCF_03172753_00787","GCF_03172807_00352","GCF_03172809_00873","GCF_03172811_00927","GCF_03172815_01715","GCF_03172823_00029","GCF_03172827_01796","GCF_03172829_00042","GCF_03172831_00041","GCF_03172841_00214","GCF_03172847_01560","GCF_03172851_00290","GCF_03172869_00520","GCF_03172871_00240","GCF_03172873_00848","GCF_03172874_00241","GCF_03172879_00845","GCF_03172883_00623","GCF_03172889_00896","GCF_03642007_00208","GCF_03769498_01168","GCF_03770015_01521","GCF_03770031_00280","GCF_03770045_00953","GCF_04094702_00230","GCF_04094706_00614","GCF_04094712_00391","GCF_04094720_00452","GCF_04094722_00575","GCF_04094760_00864","GCF_04765351_01286","GCF_04765352_01988","GCF_05295083_01478","GCF_96421126_00348"
"era","","GTPase Era","71","71","1","1435","1","","","Investigate","899","899","899","GCF_00026968_01854","GCF_00290184_00901","GCF_01326757_00741","GCF_01527453_00170","GCF_01527467_00159","GCF_01731562_01724","GCF_01731564_00773","GCF_02268956_00093","GCF_02268964_01508","GCF_02268966_00992","GCF_02268984_01350","GCF_02268985_01504","GCF_02268992_01848","GCF_02268996_01415","GCF_02268997_01248","GCF_02269000_01680","GCF_02269002_00953","GCF_02269010_00875","GCF_02269011_00635","GCF_02269018_00337","GCF_02269022_00239","GCF_02269024_00218","GCF_02269027_00465","GCF_02269029_01190","GCF_02269032_01448","GCF_02269034_01733","GCF_02269037_00905","GCF_02269038_00999","GCF_02514320_00213","GCF_02514344_00851","GCF_02992691_00829","GCF_03163105_00486","GCF_03172705_00345","GCF_03172707_00573","GCF_03172727_00762","GCF_03172735_01501","GCF_03172745_00119","GCF_03172753_01273","GCF_03172807_01163","GCF_03172809_01074","GCF_03172811_00091","GCF_03172815_00346","GCF_03172823_00608","GCF_03172827_00862","GCF_03172829_00323","GCF_03172831_00354","GCF_03172841_01949","GCF_03172847_00422","GCF_03172851_00691","GCF_03172869_01730","GCF_03172871_00016","GCF_03172873_01927","GCF_03172874_00888","GCF_03172879_00144","GCF_03172883_01210","GCF_03172889_00348","GCF_03642007_01824","GCF_03769498_00596","GCF_03770015_01275","GCF_03770031_01334","GCF_03770045_00351","GCF_04094702_00597","GCF_04094706_00216","GCF_04094712_00785","GCF_04094720_00703","GCF_04094722_00143","GCF_04094760_01162","GCF_04765351_01678","GCF_04765352_00355","GCF_05295083_01082","GCF_96421126_00742"
"ywpJ","","Phosphatase YwpJ","71","71","1","1502","1","","","Investigate","866","866","866","GCF_00026968_00899","GCF_00290184_00053","GCF_01326757_01913","GCF_01527453_01441","GCF_01527467_01756","GCF_01731562_00228","GCF_01731564_00564","GCF_02268956_00163","GCF_02268964_00427","GCF_02268966_02037","GCF_02268984_01023","GCF_02268985_00201","GCF_02268992_00113","GCF_02268996_00265","GCF_02268997_00573","GCF_02269000_01951","GCF_02269002_01913","GCF_02269010_00216","GCF_02269011_00303","GCF_02269018_01975","GCF_02269022_01876","GCF_02269024_01094","GCF_02269027_00109","GCF_02269029_00175","GCF_02269032_00178","GCF_02269034_00763","GCF_02269037_01718","GCF_02269038_00907","GCF_02514320_00477","GCF_02514344_01980","GCF_02992691_00114","GCF_03163105_01269","GCF_03172705_02072","GCF_03172707_01721","GCF_03172727_01804","GCF_03172735_01903","GCF_03172745_01093","GCF_03172753_02033","GCF_03172807_02019","GCF_03172809_01957","GCF_03172811_01414","GCF_03172815_01447","GCF_03172823_02127","GCF_03172827_01933","GCF_03172829_01699","GCF_03172831_01473","GCF_03172841_01637","GCF_03172847_01497","GCF_03172851_02198","GCF_03172869_01998","GCF_03172871_01430","GCF_03172873_01912","GCF_03172874_01468","GCF_03172879_01765","GCF_03172883_01734","GCF_03172889_01908","GCF_03642007_00608","GCF_03769498_00195","GCF_03770015_00261","GCF_03770031_01782","GCF_03770045_01857","GCF_04094702_01700","GCF_04094706_01891","GCF_04094712_01872","GCF_04094720_01533","GCF_04094722_01884","GCF_04094760_01809","GCF_04765351_00921","GCF_04765352_01577","GCF_05295083_01833","GCF_96421126_01914"
"group_6333","","3-hexulose-6-phosphate synthase","71","71","1","1514","1","","","Investigate","632","632","632","GCF_00026968_01676","GCF_00290184_00126","GCF_01326757_01920","GCF_01527453_00730","GCF_01527467_00986","GCF_01731562_00562","GCF_01731564_00071","GCF_02268956_00746","GCF_02268964_00801","GCF_02268966_00213","GCF_02268984_01644","GCF_02268985_01818","GCF_02268992_01373","GCF_02268996_00148","GCF_02268997_01537","GCF_02269000_00083","GCF_02269002_00166","GCF_02269010_01993","GCF_02269011_00149","GCF_02269018_00186","GCF_02269022_00988","GCF_02269024_01360","GCF_02269027_00941","GCF_02269029_00810","GCF_02269032_01417","GCF_02269034_01145","GCF_02269037_00123","GCF_02269038_00901","GCF_02514320_00723","GCF_02514344_00664","GCF_02992691_01393","GCF_03163105_01239","GCF_03172705_02065","GCF_03172707_00447","GCF_03172727_01932","GCF_03172735_01864","GCF_03172745_01728","GCF_03172753_01125","GCF_03172807_00006","GCF_03172809_01371","GCF_03172811_00644","GCF_03172815_00582","GCF_03172823_01438","GCF_03172827_00006","GCF_03172829_01777","GCF_03172831_01586","GCF_03172841_00595","GCF_03172847_01805","GCF_03172851_01679","GCF_03172869_01170","GCF_03172871_01606","GCF_03172873_01146","GCF_03172874_01307","GCF_03172879_01819","GCF_03172883_01472","GCF_03172889_00501","GCF_03642007_00601","GCF_03769498_01812","GCF_03770015_00251","GCF_03770031_01631","GCF_03770045_01287","GCF_04094702_01338","GCF_04094706_00966","GCF_04094712_00006","GCF_04094720_01965","GCF_04094722_00918","GCF_04094760_00197","GCF_04765351_00928","GCF_04765352_01584","GCF_05295083_01827","GCF_96421126_00006"
"phnC","","Phosphate-import ATP-binding protein PhnC","71","71","1","1486","1","","","Investigate","773","773","773","GCF_00026968_01050","GCF_00290184_01393","GCF_01326757_01558","GCF_01527453_00229","GCF_01527467_01553","GCF_01731562_00966","GCF_01731564_00326","GCF_02268956_01373","GCF_02268964_01489","GCF_02268966_01973","GCF_02268984_00285","GCF_02268985_01333","GCF_02268992_00484","GCF_02268996_01796","GCF_02268997_00894","GCF_02269000_01258","GCF_02269002_01908","GCF_02269010_00369","GCF_02269011_01946","GCF_02269018_01785","GCF_02269022_01250","GCF_02269024_00109","GCF_02269027_00933","GCF_02269029_01509","GCF_02269032_01653","GCF_02269034_00011","GCF_02269037_01558","GCF_02269038_01829","GCF_02514320_01681","GCF_02514344_01225","GCF_02992691_00216","GCF_03163105_00004","GCF_03172705_01788","GCF_03172707_00958","GCF_03172727_01603","GCF_03172735_00650","GCF_03172745_00390","GCF_03172753_01857","GCF_03172807_01606","GCF_03172809_00255","GCF_03172811_01363","GCF_03172815_01130","GCF_03172823_01117","GCF_03172827_01041","GCF_03172829_00839","GCF_03172831_01119","GCF_03172841_01386","GCF_03172847_00973","GCF_03172851_01819","GCF_03172869_01447","GCF_03172871_00565","GCF_03172873_00187","GCF_03172874_01609","GCF_03172879_00779","GCF_03172883_01018","GCF_03172889_01455","GCF_03642007_01006","GCF_03769498_01862","GCF_03770015_00511","GCF_03770031_01042","GCF_03770045_01002","GCF_04094702_01419","GCF_04094706_01180","GCF_04094712_01813","GCF_04094720_01367","GCF_04094722_01839","GCF_04094760_00329","GCF_04765351_00535","GCF_04765352_01202","GCF_05295083_00182","GCF_96421126_01161"
"hemA","","Glutamyl-tRNA reductase","71","71","1","684","1","","","Investigate","1337","1337","1337","GCF_00026968_01770","GCF_00290184_00986","GCF_01326757_00826","GCF_01527453_00086","GCF_01527467_00075","GCF_01731562_01809","GCF_01731564_00857","GCF_02268956_01819","GCF_02268964_01593","GCF_02268966_01589","GCF_02268984_01697","GCF_02268985_01589","GCF_02268992_00694","GCF_02268996_01331","GCF_02268997_01163","GCF_02269000_01595","GCF_02269002_01038","GCF_02269010_01388","GCF_02269011_00720","GCF_02269018_00252","GCF_02269022_00149","GCF_02269024_00025","GCF_02269027_00380","GCF_02269029_01275","GCF_02269032_01533","GCF_02269034_00078","GCF_02269037_00990","GCF_02269038_01084","GCF_02514320_00129","GCF_02514344_00935","GCF_02992691_00914","GCF_03163105_01639","GCF_03172705_00430","GCF_03172707_00488","GCF_03172727_01372","GCF_03172735_01052","GCF_03172745_00034","GCF_03172753_01188","GCF_03172807_00636","GCF_03172809_01687","GCF_03172811_00006","GCF_03172815_01150","GCF_03172823_01327","GCF_03172827_01147","GCF_03172829_00408","GCF_03172831_00438","GCF_03172841_00824","GCF_03172847_00338","GCF_03172851_00776","GCF_03172869_01656","GCF_03172871_00101","GCF_03172873_00926","GCF_03172874_00972","GCF_03172879_00059","GCF_03172883_01505","GCF_03172889_00434","GCF_03642007_01739","GCF_03769498_00680","GCF_03770015_01050","GCF_03770031_01249","GCF_03770045_00436","GCF_04094702_01217","GCF_04094706_00131","GCF_04094712_00870","GCF_04094720_00788","GCF_04094722_00058","GCF_04094760_01078","GCF_04765351_01762","GCF_04765352_00440","GCF_05295083_00997","GCF_96421126_00827"
"purF","","Amidophosphoribosyltransferase","71","71","1","41","1","","","Investigate","1484","1484","1484","GCF_00026968_01343","GCF_00290184_00485","GCF_01326757_00325","GCF_01527453_01372","GCF_01527467_00568","GCF_01731562_01447","GCF_01731564_01825","GCF_02268956_01023","GCF_02268964_00726","GCF_02268966_00579","GCF_02268984_00807","GCF_02268985_00607","GCF_02268992_00910","GCF_02268996_00728","GCF_02268997_01667","GCF_02269000_00488","GCF_02269002_00485","GCF_02269010_00627","GCF_02269011_01007","GCF_02269018_00751","GCF_02269022_00657","GCF_02269024_00837","GCF_02269027_01948","GCF_02269029_00441","GCF_02269032_00828","GCF_02269034_00902","GCF_02269037_00442","GCF_02269038_00533","GCF_02514320_01930","GCF_02514344_00291","GCF_02992691_00553","GCF_03163105_01498","GCF_03172705_00557","GCF_03172707_00122","GCF_03172727_01070","GCF_03172735_00317","GCF_03172745_00327","GCF_03172753_00806","GCF_03172807_00333","GCF_03172809_00892","GCF_03172811_00946","GCF_03172815_01737","GCF_03172823_00009","GCF_03172827_00329","GCF_03172829_00022","GCF_03172831_00021","GCF_03172841_00233","GCF_03172847_01580","GCF_03172851_00271","GCF_03172869_00501","GCF_03172871_00905","GCF_03172873_00867","GCF_03172874_00222","GCF_03172879_00864","GCF_03172883_00643","GCF_03172889_00877","GCF_03642007_00227","GCF_03769498_00211","GCF_03770015_01121","GCF_03770031_00261","GCF_03770045_00934","GCF_04094702_01887","GCF_04094706_00633","GCF_04094712_00372","GCF_04094720_01435","GCF_04094722_00594","GCF_04094760_01608","GCF_04765351_01266","GCF_04765352_01967","GCF_05295083_01497","GCF_96421126_00329"
"tpiA","","Triosephosphate isomerase","71","71","1","784","1","","","Investigate","761","761","761","GCF_00026968_01499","GCF_00290184_00296","GCF_01326757_00176","GCF_01527453_00384","GCF_01527467_01164","GCF_01731562_00207","GCF_01731564_01355","GCF_02268956_00540","GCF_02268964_00946","GCF_02268966_00383","GCF_02268984_00121","GCF_02268985_00755","GCF_02268992_00567","GCF_02268996_01199","GCF_02268997_00484","GCF_02269000_00642","GCF_02269002_00337","GCF_02269010_00996","GCF_02269011_01818","GCF_02269018_00905","GCF_02269022_00813","GCF_02269024_01870","GCF_02269027_01160","GCF_02269029_00639","GCF_02269032_01023","GCF_02269034_01327","GCF_02269037_00295","GCF_02269038_01940","GCF_02514320_00895","GCF_02514344_00490","GCF_02992691_01223","GCF_03163105_02037","GCF_03172705_00705","GCF_03172707_00276","GCF_03172727_00958","GCF_03172735_00163","GCF_03172745_00501","GCF_03172753_00954","GCF_03172807_00177","GCF_03172809_01765","GCF_03172811_01093","GCF_03172815_00667","GCF_03172823_00344","GCF_03172827_00175","GCF_03172829_00778","GCF_03172831_01193","GCF_03172841_00424","GCF_03172847_00540","GCF_03172851_00027","GCF_03172869_00352","GCF_03172871_00637","GCF_03172873_01725","GCF_03172874_00067","GCF_03172879_01012","GCF_03172883_01301","GCF_03172889_00676","GCF_03642007_00427","GCF_03769498_01504","GCF_03770015_00080","GCF_03770031_00107","GCF_03770045_00781","GCF_04094702_00676","GCF_04094706_00790","GCF_04094712_00176","GCF_04094720_00480","GCF_04094722_00742","GCF_04094760_00019","GCF_04765351_01108","GCF_04765352_01768","GCF_05295083_01651","GCF_96421126_00176"
"hemC","","Porphobilinogen deaminase","71","71","1","460","1","","","Investigate","932","932","932","GCF_00026968_01772","GCF_00290184_00984","GCF_01326757_00824","GCF_01527453_00088","GCF_01527467_00077","GCF_01731562_01807","GCF_01731564_00855","GCF_02268956_01821","GCF_02268964_01591","GCF_02268966_01587","GCF_02268984_01695","GCF_02268985_01587","GCF_02268992_00692","GCF_02268996_01333","GCF_02268997_01165","GCF_02269000_01597","GCF_02269002_01036","GCF_02269010_01390","GCF_02269011_00718","GCF_02269018_00254","GCF_02269022_00151","GCF_02269024_00023","GCF_02269027_00382","GCF_02269029_01273","GCF_02269032_01531","GCF_02269034_00076","GCF_02269037_00988","GCF_02269038_01082","GCF_02514320_00131","GCF_02514344_00933","GCF_02992691_00912","GCF_03163105_01641","GCF_03172705_00428","GCF_03172707_00490","GCF_03172727_01370","GCF_03172735_01054","GCF_03172745_00036","GCF_03172753_01190","GCF_03172807_00634","GCF_03172809_01685","GCF_03172811_00008","GCF_03172815_01148","GCF_03172823_01329","GCF_03172827_01149","GCF_03172829_00406","GCF_03172831_00436","GCF_03172841_00826","GCF_03172847_00340","GCF_03172851_00774","GCF_03172869_01654","GCF_03172871_00099","GCF_03172873_00924","GCF_03172874_00970","GCF_03172879_00061","GCF_03172883_01503","GCF_03172889_00432","GCF_03642007_01741","GCF_03769498_00678","GCF_03770015_01048","GCF_03770031_01251","GCF_03770045_00434","GCF_04094702_01219","GCF_04094706_00133","GCF_04094712_00868","GCF_04094720_00786","GCF_04094722_00060","GCF_04094760_01080","GCF_04765351_01760","GCF_04765352_00438","GCF_05295083_00999","GCF_96421126_00825"
"group_6339","","putative protein","71","71","1","655","1","","","Investigate","1658","1658","1658","GCF_00026968_00049","GCF_00290184_00608","GCF_01326757_00447","GCF_01527453_00551","GCF_01527467_00450","GCF_01731562_00076","GCF_01731564_01707","GCF_02268956_01147","GCF_02268964_00605","GCF_02268966_00700","GCF_02268984_00689","GCF_02268985_00487","GCF_02268992_01602","GCF_02268996_00560","GCF_02268997_01346","GCF_02269000_00367","GCF_02269002_00660","GCF_02269010_01501","GCF_02269011_01519","GCF_02269018_00629","GCF_02269022_00533","GCF_02269024_01007","GCF_02269027_01334","GCF_02269029_00324","GCF_02269032_00700","GCF_02269034_00212","GCF_02269037_00613","GCF_02269038_00655","GCF_02514320_01295","GCF_02514344_00167","GCF_02992691_00437","GCF_03163105_01022","GCF_03172705_00052","GCF_03172707_01894","GCF_03172727_00469","GCF_03172735_00441","GCF_03172745_00598","GCF_03172753_00673","GCF_03172807_00450","GCF_03172809_00469","GCF_03172811_00659","GCF_03172815_00082","GCF_03172823_00136","GCF_03172827_00596","GCF_03172829_00140","GCF_03172831_00143","GCF_03172841_00112","GCF_03172847_00138","GCF_03172851_00396","GCF_03172869_00083","GCF_03172871_00343","GCF_03172873_00250","GCF_03172874_00341","GCF_03172879_00441","GCF_03172883_00525","GCF_03172889_00055","GCF_03642007_00092","GCF_03769498_01269","GCF_03770015_00931","GCF_03770031_00402","GCF_03770045_00057","GCF_04094702_00082","GCF_04094706_00509","GCF_04094712_00493","GCF_04094720_00354","GCF_04094722_00458","GCF_04094760_01180","GCF_04765351_01385","GCF_04765352_00062","GCF_05295083_01378","GCF_96421126_00450"
"rpsL","","30S ribosomal protein S12","71","71","1","1288","1","","","Investigate","413","413","413","GCF_00026968_00868","GCF_00290184_00084","GCF_01326757_01897","GCF_01527453_01410","GCF_01527467_01771","GCF_01731562_00057","GCF_01731564_00550","GCF_02268956_00177","GCF_02268964_00353","GCF_02268966_02005","GCF_02268984_00532","GCF_02268985_00216","GCF_02268992_00127","GCF_02268996_00279","GCF_02268997_00588","GCF_02269000_01967","GCF_02269002_01944","GCF_02269010_00243","GCF_02269011_00288","GCF_02269018_01991","GCF_02269022_01891","GCF_02269024_00751","GCF_02269027_00082","GCF_02269029_00028","GCF_02269032_00161","GCF_02269034_00778","GCF_02269037_01998","GCF_02269038_00307","GCF_02514320_00506","GCF_02514344_01996","GCF_02992691_00083","GCF_03163105_00326","GCF_03172705_01927","GCF_03172707_01690","GCF_03172727_01819","GCF_03172735_01627","GCF_03172745_01078","GCF_03172753_01889","GCF_03172807_01845","GCF_03172809_01878","GCF_03172811_01442","GCF_03172815_01432","GCF_03172823_01657","GCF_03172827_01553","GCF_03172829_01713","GCF_03172831_01442","GCF_03172841_01622","GCF_03172847_01515","GCF_03172851_02182","GCF_03172869_01800","GCF_03172871_01446","GCF_03172873_01001","GCF_03172874_01495","GCF_03172879_01749","GCF_03172883_01748","GCF_03172889_01924","GCF_03642007_00641","GCF_03769498_00164","GCF_03770015_00293","GCF_03770031_01798","GCF_03770045_01836","GCF_04094702_01715","GCF_04094706_01923","GCF_04094712_01902","GCF_04094720_01502","GCF_04094722_01870","GCF_04094760_01659","GCF_04765351_00889","GCF_04765352_01546","GCF_05295083_01850","GCF_96421126_01898"
"tgt","","Queuine tRNA-ribosyltransferase","71","71","1","243","1","","","Investigate","1139","1139","1139","GCF_00026968_01792","GCF_00290184_00963","GCF_01326757_00803","GCF_01527453_00108","GCF_01527467_00097","GCF_01731562_01786","GCF_01731564_00835","GCF_02268956_01842","GCF_02268964_01570","GCF_02268966_01566","GCF_02268984_01674","GCF_02268985_01566","GCF_02268992_01504","GCF_02268996_01353","GCF_02268997_01186","GCF_02269000_01618","GCF_02269002_01015","GCF_02269010_01410","GCF_02269011_00697","GCF_02269018_00275","GCF_02269022_00177","GCF_02269024_00003","GCF_02269027_00403","GCF_02269029_01252","GCF_02269032_01510","GCF_02269034_01795","GCF_02269037_00967","GCF_02269038_01061","GCF_02514320_00151","GCF_02514344_00913","GCF_02992691_00891","GCF_03163105_01662","GCF_03172705_00407","GCF_03172707_00511","GCF_03172727_01349","GCF_03172735_01075","GCF_03172745_00057","GCF_03172753_01211","GCF_03172807_00614","GCF_03172809_01664","GCF_03172811_00029","GCF_03172815_01637","GCF_03172823_01350","GCF_03172827_01170","GCF_03172829_00385","GCF_03172831_00416","GCF_03172841_00846","GCF_03172847_00360","GCF_03172851_00753","GCF_03172869_01633","GCF_03172871_00078","GCF_03172873_00904","GCF_03172874_00950","GCF_03172879_00082","GCF_03172883_01482","GCF_03172889_00411","GCF_03642007_01762","GCF_03769498_00658","GCF_03770015_01027","GCF_03770031_01272","GCF_03770045_00413","GCF_04094702_01239","GCF_04094706_00154","GCF_04094712_00847","GCF_04094720_00765","GCF_04094722_00081","GCF_04094760_01100","GCF_04765351_01740","GCF_04765352_00417","GCF_05295083_01020","GCF_96421126_00804"
